operation_uid,api_name,method,path,operation_id,summary,description,parameters_count,has_request_body,response_codes,source_file
sendgrid_POST_campaigns_campaign_id_schedules_now,sendgrid,POST,/campaigns/{campaign_id}/schedules/now,POST_campaigns-campaign_id-schedules-now,Send a Campaign,"**This endpoint allows you to immediately send an existing campaign.**

Normally a POST request would have a body, but since this endpoint is telling us to send a resource that is already created, a request body is not needed.",1,False,201|400|401|403|404,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_campaigns_campaign_id_schedules_test,sendgrid,POST,/campaigns/{campaign_id}/schedules/test,POST_campaigns-campaign_id-schedules-test,Send a Test Campaign,"**This endpoint allows you to send a test campaign.**

To send to multiple addresses, use an array for the JSON ""to"" value [""one@address"",""two@address""]",1,True,204|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_categories,sendgrid,GET,/categories,GET_categories,Retrieve all categories,**This endpoint allows you to retrieve a list of all of your categories.**,4,False,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_categories_stats,sendgrid,GET,/categories/stats,GET_categories-stats,Retrieve Email Statistics for Categories,"**This endpoint allows you to retrieve all of your email statistics for each of your categories.**

If you do not define any query parameters, this endpoint will return a sum for each category in groups of 10.",7,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_categories_stats_sums,sendgrid,GET,/categories/stats/sums,GET_categories-stats-sums,"Retrieve sums of email stats for each category [Needs: Stats object defined, has category ID?]","**This endpoint allows you to retrieve the total sum of each email statistic for every category over the given date range.**

If you do not define any query parameters, this endpoint will return a sum for each category in groups of 10.",8,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_clients_stats,sendgrid,GET,/clients/stats,GET_clients-stats,Retrieve email statistics by client type.,"**This endpoint allows you to retrieve your email statistics segmented by client type.**

**We only store up to 7 days of email activity in our database.** By default, 500 items will be returned per request via the Advanced Stats API endpoints.

Advanced Stats provide a more in-depth view of your email statistics and the actions taken by your recipients. You can segment these statistics by geographic location, device type, client type, browser, and mailbox provider. For more information about statistics, please see our [Statistics Overview](https://sendgrid.com/docs/ui/analytics-and-reporting/stats-overview/).",4,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_clients_client_type_stats,sendgrid,GET,/clients/{client_type}/stats,GET_clients-client_type-stats,Retrieve stats by a specific client type.,"**This endpoint allows you to retrieve your email statistics segmented by a specific client type.**

**We only store up to 7 days of email activity in our database.** By default, 500 items will be returned per request via the Advanced Stats API endpoints.

## Available Client Types
- phone
- tablet
- webmail
- desktop

Advanced Stats provide a more in-depth view of your email statistics and the actions taken by your recipients. You can segment these statistics by geographic location, device type, client type, browser, and mailbox provider. For more information about statistics, please see our [Statistics Overview](https://sendgrid.com/docs/ui/analytics-and-reporting/stats-overview/).",4,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_custom_fields,sendgrid,GET,/contactdb/custom_fields,GET_contactdb-custom_fields,Retrieve all custom fields,**This endpoint allows you to retrieve all custom fields.**,1,False,200|401,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_contactdb_custom_fields,sendgrid,POST,/contactdb/custom_fields,POST_contactdb-custom_fields,Create a Custom Field,"**This endpoint allows you to create a custom field.**

**You can create up to 120 custom fields.**",1,True,201|400,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_contactdb_custom_fields_custom_field_id,sendgrid,DELETE,/contactdb/custom_fields/{custom_field_id},DELETE_contactdb-custom_fields-custom_field_id,Delete a Custom Field,**This endpoint allows you to delete a custom field by ID.**,1,False,202|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_custom_fields_custom_field_id,sendgrid,GET,/contactdb/custom_fields/{custom_field_id},GET_contactdb-custom_fields-custom_field_id,Retrieve a Custom Field,**This endpoint allows you to retrieve a custom field by ID.**,1,False,200|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_contactdb_lists,sendgrid,DELETE,/contactdb/lists,DELETE_contactdb-lists,Delete Multiple lists,**This endpoint allows you to delete multiple recipient lists.**,1,True,204|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_lists,sendgrid,GET,/contactdb/lists,GET_contactdb-lists,Retrieve all lists,"**This endpoint allows you to retrieve all of your recipient lists. If you don't have any lists, an empty array will be returned.**",1,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_contactdb_lists,sendgrid,POST,/contactdb/lists,POST_contactdb-lists,Create a List,**This endpoint allows you to create a list for your recipients.**,1,True,201|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_contactdb_lists_list_id,sendgrid,DELETE,/contactdb/lists/{list_id},DELETE_contactdb-lists-list_id,Delete a List,**This endpoint allows you to delete a specific recipient list with the given ID.**,2,True,202|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_lists_list_id,sendgrid,GET,/contactdb/lists/{list_id},GET_contactdb-lists-list_id,Retrieve a single list,**This endpoint allows you to retrieve a single recipient list.**,2,False,200|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_contactdb_lists_list_id,sendgrid,PATCH,/contactdb/lists/{list_id},PATCH_contactdb-lists-list_id,Update a List,**This endpoint allows you to update the name of one of your recipient lists.**,2,True,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_lists_list_id_recipients,sendgrid,GET,/contactdb/lists/{list_id}/recipients,GET_contactdb-lists-list_id-recipients,Retrieve all recipients on a List,**This endpoint allows you to retrieve all recipients on the list with the given ID.**,4,False,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_contactdb_lists_list_id_recipients,sendgrid,POST,/contactdb/lists/{list_id}/recipients,POST_contactdb-lists-list_id-recipients,Add Multiple Recipients to a List,"**This endpoint allows you to add multiple recipients to a list.**

Adds existing recipients to a list, passing in the recipient IDs to add. Recipient IDs should be passed exactly as they are returned from recipient endpoints.",1,True,201|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_contactdb_lists_list_id_recipients_recipient_id,sendgrid,DELETE,/contactdb/lists/{list_id}/recipients/{recipient_id},DELETE_contactdb-lists-list_id-recipients-recipient_id,Delete a Single Recipient from a Single List,**This endpoint allows you to delete a single recipient from a list.**,3,True,204|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_contactdb_lists_list_id_recipients_recipient_id,sendgrid,POST,/contactdb/lists/{list_id}/recipients/{recipient_id},POST_contactdb-lists-list_id-recipients-recipient_id,Add a Single Recipient to a List,**This endpoint allows you to add a single recipient to a list.**,1,False,201|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_contactdb_recipients,sendgrid,DELETE,/contactdb/recipients,DELETE_contactdb-recipients,Delete Recipients,"**This endpoint allows you to deletes one or more recipients.**

The body of an API call to this endpoint must include an array of recipient IDs of the recipients you want to delete.",1,True,200|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_recipients,sendgrid,GET,/contactdb/recipients,GET_contactdb-recipients,Retrieve recipients,"**This endpoint allows you to retrieve all of your Marketing Campaigns recipients.**

Batch deletion of a page makes it possible to receive an empty page of recipients before reaching the end of
the list of recipients. To avoid this issue; iterate over pages until a 404 is retrieved.",3,False,200|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_contactdb_recipients,sendgrid,PATCH,/contactdb/recipients,PATCH_contactdb-recipients,Update Recipient,"**This endpoint allows you to update one or more recipients.**

The body of an API call to this endpoint must include an array of one or more recipient objects.

It is of note that you can add custom field data as parameters on recipient objects. We have provided an example using some of the default custom fields SendGrid provides.",1,True,201|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_contactdb_recipients,sendgrid,POST,/contactdb/recipients,POST_contactdb-recipients,Add recipients,"**This endpoint allows you to add a Marketing Campaigns recipient.**

You can add custom field data as a parameter on this endpoint. We have provided an example using some of the default custom fields SendGrid provides.

The rate limit is three requests every 2 seconds. You can upload 1000  contacts per request. So the maximum upload rate is 1500 recipients per second.",1,True,201|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_recipients_billable_count,sendgrid,GET,/contactdb/recipients/billable_count,GET_contactdb-recipients-billable_count,Retrieve the count of billable recipients,"**This endpoint allows you to retrieve the number of Marketing Campaigns recipients that you will be billed for.**

You are billed for marketing campaigns based on the highest number of recipients you have had in your account at one time. This endpoint will allow you to know the current billable count value.",1,False,200|401,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_recipients_count,sendgrid,GET,/contactdb/recipients/count,GET_contactdb-recipients-count,Retrieve a Count of Recipients,**This endpoint allows you to retrieve the total number of Marketing Campaigns recipients.**,1,False,200|401,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_recipients_search,sendgrid,GET,/contactdb/recipients/search,GET_contactdb-recipients-search,Search recipients,"**This endpoint allows you to perform a search on all of your Marketing Campaigns recipients.**

field_name:

* is a variable that is substituted for your actual custom field name from your recipient.
* Text fields must be url-encoded. Date fields are searchable only by unix timestamp (e.g. 2/2/2015 becomes 1422835200)
* If field_name is a 'reserved' date field, such as created_at or updated_at, the system will internally convert
your epoch time to a date range encompassing the entire day. For example, an epoch time of 1422835600 converts to
Mon, 02 Feb 2015 00:06:40 GMT, but internally the system will search from Mon, 02 Feb 2015 00:00:00 GMT through
Mon, 02 Feb 2015 23:59:59 GMT.",2,False,200|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_contactdb_recipients_search,sendgrid,POST,/contactdb/recipients/search,POST_contactdb-recipients-search,Search recipients,"<p>
  Search using segment conditions without actually creating a segment.
  Body contains a JSON object with <code>conditions</code>, a list of conditions as described below, and an optional <code>list_id</code>, which is a valid list ID for a list to limit the search on.
</p>

<p>
  Valid operators for create and update depend on the type of the field for which you are searching.
</p>

<ul>
  <li>Dates:
    <ul>
      <li>""eq"", ""ne"", ""lt"" (before), ""gt"" (after)
        <ul>
          <li>You may use MM/DD/YYYY for day granularity or an epoch for second granularity.</li>
        </ul>
      </li>
      <li>""empty"", ""not_empty""</li>
      <li>""is within""
        <ul>
          <li>You may use an <a href=""https://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 date format</a> or the # of days.</li>
        </ul>
      </li>
    </ul>
  </li>
  <li>Text: ""contains"", ""eq"" (is - matches the full field), ""ne"" (is not - matches any field where the entire field is not the condition value), ""empty"", ""not_empty""</li>
  <li>Numbers: ""eq"", ""lt"", ""gt"", ""empty"", ""not_empty""</li>
  <li>Email Clicks and Opens: ""eq"" (opened), ""ne"" (not opened)</li>
</ul>

<p>
  Field values must all be a string.
</p>

<p>
  Search conditions using ""eq"" or ""ne"" for email clicks and opens should provide a ""field"" of either <code>clicks.campaign_identifier</code> or <code>opens.campaign_identifier</code>.
  The condition value should be a string containing the id of a completed campaign.
</p>

<p>
  Search conditions list may contain multiple conditions, joined by an ""and"" or ""or"" in the ""and_or"" field.
  The first condition in the conditions list must have an empty ""and_or"", and subsequent conditions must all specify an ""and_or"".
</p>",0,True,200|400,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_contactdb_recipients_recipient_id,sendgrid,DELETE,/contactdb/recipients/{recipient_id},DELETE_contactdb-recipients-recipient_id,Delete a Recipient,"**This endpoint allows you to delete a single recipient with the given ID from your contact database.**

> Use this to permanently delete your recipients from all of your contact lists and all segments if required by applicable law.",1,False,204|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_recipients_recipient_id,sendgrid,GET,/contactdb/recipients/{recipient_id},GET_contactdb-recipients-recipient_id,Retrieve a single recipient,**This endpoint allows you to retrieve a single recipient by ID from your contact database.**,1,False,200|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_recipients_recipient_id_lists,sendgrid,GET,/contactdb/recipients/{recipient_id}/lists,GET_contactdb-recipients-recipient_id-lists,Retrieve the lists that a recipient is on,"**This endpoint allows you to retrieve the lists that a given recipient belongs to.**

Each recipient can be on many lists. This endpoint gives you all of the lists that any one recipient has been added to.",1,False,200|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_reserved_fields,sendgrid,GET,/contactdb/reserved_fields,GET_contactdb-reserved_fields,Retrieve reserved fields,**This endpoint allows you to list all fields that are reserved and can't be used for custom field names.**,1,False,200|401,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_segments,sendgrid,GET,/contactdb/segments,GET_contactdb-segments,Retrieve all segments,**This endpoint allows you to retrieve all of your segments.**,1,False,200|401,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_contactdb_segments,sendgrid,POST,/contactdb/segments,POST_contactdb-segments,Create a Segment,"**This endpoint allows you to create a new segment.**


  Valid operators for create and update depend on the type of the field for which you are searching.

**Dates**
- ""eq"", ""ne"", ""lt"" (before), ""gt"" (after)
    - You may use MM/DD/YYYY for day granularity or an epoch for second granularity.
- ""empty"", ""not_empty""
- ""is within""
    - You may use an [ISO 8601 date format](https://en.wikipedia.org/wiki/ISO_8601) or the # of days.

**Text**
- ""contains""
- ""eq"" (is/equals - matches the full field)
- ""ne"" (is not/not equals - matches any field where the entire field is not the condition value)
- ""empty""
- ""not_empty""

**Numbers**
- ""eq"" (is/equals)
- ""lt"" (is less than)
- ""gt"" (is greater than)
- ""empty""
- ""not_empty""

**Email Clicks and Opens**
- ""eq"" (opened)
- ""ne"" (not opened)

All field values must be a string.


Conditions using ""eq"" or ""ne"" for email clicks and opens should provide a ""field"" of either `clicks.campaign_identifier` or `opens.campaign_identifier`.
The condition value should be a string containing the id of a completed campaign.


The conditions list may contain multiple conditions, joined by an ""and"" or ""or"" in the ""and_or"" field.

The first condition in the conditions list must have an empty ""and_or"", and subsequent conditions must all specify an ""and_or"".",1,True,200|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_contactdb_segments_segment_id,sendgrid,DELETE,/contactdb/segments/{segment_id},DELETE_contactdb-segments-segment_id,Delete a segment,"**This endpoint allows you to delete a segment from your recipients database.**

You also have the option to delete all the contacts from your Marketing Campaigns recipient database who were in this segment.",2,True,204|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_segments_segment_id,sendgrid,GET,/contactdb/segments/{segment_id},GET_contactdb-segments-segment_id,Retrieve a segment,**This endpoint allows you to retrieve a single segment with the given ID.**,2,False,200|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_contactdb_segments_segment_id,sendgrid,PATCH,/contactdb/segments/{segment_id},PATCH_contactdb-segments-segment_id,Update a segment,**This endpoint allows you to update a segment.**,2,True,200|400|401,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_segments_segment_id_recipients,sendgrid,GET,/contactdb/segments/{segment_id}/recipients,GET_contactdb-segments-segment_id-recipients,Retrieve recipients on a segment,**This endpoint allows you to retrieve all of the recipients in a segment with the given ID.**,3,False,200|400|401|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_contactdb_status,sendgrid,GET,/contactdb/status,GET_contactdb-status,Get Recipient Upload Status,**This endpoint allows you to check the upload status of a Marketing Campaigns recipient.**,1,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_designs,sendgrid,GET,/designs,LIST-designs,List Designs,"**This endpoint allows you to retrieve a list of designs already stored in your Design Library**.

A GET request to `/designs` will return a list of your existing designs. This endpoint will not return the pre-built Twilio SendGrid designs. Pre-built designs can be retrieved using the `/designs/pre-builts` endpoint, which is detailed below.

By default, you will receive 100 results per request; however, you can modify the number of results returned by passing an integer to the `page_size` query parameter.",3,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_designs,sendgrid,POST,/designs,,Create Design,"**This endpoint allows you to create a new design**.

You can add a new design by passing data, including a string of HTML email content, to `/designs`. When creating designs from scratch, be aware of the styling constraints inherent to many email clients. For a list of best practices, see our guide to [Cross-Platform Email Design](https://sendgrid.com/docs/ui/sending-email/cross-platform-html-design/).

The Design Library can also convert your design’s HTML elements into drag and drop modules that are editable in the Designs Library user interface. For more, visit the [Design and Code Editor documentation](https://sendgrid.com/docs/ui/sending-email/editor/#drag--drop-markup).

Because the `/designs` endpoint makes it easy to add designs, you can create a design with your preferred tooling or migrate designs you already own without relying on the Design Library UI.",0,True,201|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_designs_pre_builts,sendgrid,GET,/designs/pre-builts,LIST-Sendgrid-Pre-built-designs,List SendGrid Pre-built Designs,"**This endpoint allows you to retrieve a list of pre-built designs provided by Twilio SendGrid**.

Unlike the `/designs` endpoint where *your* designs are stored, a GET request made to `designs/pre-builts` will retrieve a list of the pre-built Twilio SendGrid designs. This endpoint will not return the designs stored in your Design Library.

By default, you will receive 100 results per request; however, you can modify the number of results returned by passing an integer to the `page_size` query parameter.

This endpoint is useful for retrieving the IDs of Twilio SendGrid designs that you want to duplicate and modify.",3,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_designs_pre_builts_id,sendgrid,GET,/designs/pre-builts/{id},GET-sendgrid-pre-built-design,Get SendGrid Pre-built Design,"**This endpoint allows you to retrieve a single pre-built design**.

A GET request to `/designs/pre-builts/{id}` will retrieve details about a specific pre-built design.

This endpoint is valuable when retrieving details about a pre-built design that you wish to duplicate and modify.",0,False,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_designs_pre_builts_id,sendgrid,POST,/designs/pre-builts/{id},POST-sendgrid-pre-built-design,Duplicate SendGrid Pre-built Design,"**This endpoint allows you to duplicate one of the pre-built Twilio SendGrid designs**.

Like duplicating one of your existing designs, you are not required to pass any data in the body of a request to this endpoint. If you choose to leave the `name` field blank, your duplicate will be assigned the name of the design it was copied from with the text ""Duplicate: "" prepended to it. This name change is only a convenience, as the duplicate design will be assigned a unique ID that differentiates it from your other designs. You can retrieve the IDs for Twilio SendGrid pre-built designs using the ""List SendGrid Pre-built Designs"" endpoint.

You can modify your duplicate’s name at the time of creation by passing an updated value to the `name` field when making the initial request.
More on retrieving design IDs can be found above.",0,True,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_designs_id,sendgrid,DELETE,/designs/{id},DELETE-design,Delete Design,"**This endpoint allows you to delete a single design**.

Be sure to check the ID of the design you intend to delete before making this request; deleting a design is a permanent action.",0,False,204|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_designs_id,sendgrid,GET,/designs/{id},GET-design,Get Design,"**This endpoint allows you to retrieve a single design**.

A GET request to `/designs/{id}` will retrieve details about a specific design in your Design Library.

This endpoint is valuable when retrieving information stored in a field that you wish to update using a PATCH request.",0,False,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_PATCH_designs_id,sendgrid,PATCH,/designs/{id},PUT-design,Update Design,"**This endpoint allows you to edit a design**.

The Design API supports PATCH requests, which allow you to make partial updates to a single design. Passing data to a specific field will update only the data stored in that field; all other fields will be unaltered.

For example, updating a design's name requires that you make a PATCH request to this endpoint with data specified for the `name` field only.

```
{
    ""name"": ""<Updated Name>""
}
```",0,True,200|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_designs_id,sendgrid,POST,/designs/{id},POST-design,Duplicate Design,"**This endpoint allows you to duplicate one of your existing designs**.

Modifying an existing design is often the easiest way to create something new.

You are not required to pass any data in the body of a request to this endpoint. If you choose to leave the `name` field blank, your duplicate will be assigned the name of the design it was copied from with the text ""Duplicate: "" prepended to it. This name change is only a convenience, as the duplicate will be assigned a unique ID that differentiates it from your other designs.

You can modify your duplicate’s name at the time of creation by passing an updated value to the `name` field when making the initial request.
More on retrieving design IDs can be found below.",0,True,201|400|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_devices_stats,sendgrid,GET,/devices/stats,GET_devices-stats,Retrieve email statistics by device type.,"**This endpoint allows you to retrieve your email statistics segmented by the device type.**

**We only store up to 7 days of email activity in our database.** By default, 500 items will be returned per request via the Advanced Stats API endpoints.

## Available Device Types
| **Device** | **Description** | **Example** |
|---|---|---|
| Desktop | Email software on desktop computer. | I.E., Outlook, Sparrow, or Apple Mail. |
| Webmail |	A web-based email client. | I.E., Yahoo, Google, AOL, or Outlook.com. |
| Phone | A smart phone. | iPhone, Android, Blackberry, etc.
| Tablet | A tablet computer. | iPad, android based tablet, etc. |
| Other | An unrecognized device. |

Advanced Stats provide a more in-depth view of your email statistics and the actions taken by your recipients. You can segment these statistics by geographic location, device type, client type, browser, and mailbox provider. For more information about statistics, please see our [Statistics Overview](https://sendgrid.com/docs/ui/analytics-and-reporting/stats-overview/).",6,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_geo_stats,sendgrid,GET,/geo/stats,GET_geo-stats,Retrieve email statistics by country and state/province.,"**This endpoint allows you to retrieve your email statistics segmented by country and state/province.**

**We only store up to 7 days of email activity in our database.** By default, 500 items will be returned per request via the Advanced Stats API endpoints.

Advanced Stats provide a more in-depth view of your email statistics and the actions taken by your recipients. You can segment these statistics by geographic location, device type, client type, browser, and mailbox provider. For more information about statistics, please see our [User Guide](https://sendgrid.com/docs/User_Guide/Statistics/index.html).",7,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips,sendgrid,GET,/ips,GET_ips,Retrieve all IP addresses,"**This endpoint allows you to retrieve a list of all assigned and unassigned IPs.**

Response includes warm up status, pools, assigned subusers, and reverse DNS info. The start_date field corresponds to when warmup started for that IP.

A single IP address or a range of IP addresses may be dedicated to an account in order to send email for multiple domains. The reputation of this IP is based on the aggregate performance of all the senders who use it.",6,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_ips,sendgrid,POST,/ips,POST_ips,Add IPs,**This endpoint is for adding a(n) IP Address(es) to your account.**,0,True,201|400,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips_assigned,sendgrid,GET,/ips/assigned,GET_ips-assigned,Retrieve all assigned IPs,"**This endpoint allows you to retrieve only assigned IP addresses.**

A single IP address or a range of IP addresses may be dedicated to an account in order to send email for multiple domains. The reputation of this IP is based on the aggregate performance of all the senders who use it.",0,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips_pools,sendgrid,GET,/ips/pools,GET_ips-pools,Retrieve all IP pools,**This endpoint allows you to get all of your IP pools.**,0,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_ips_pools,sendgrid,POST,/ips/pools,POST_ips-pools,Create an IP pool,"**This endpoint allows you to create an IP pool.**

Before you can create an IP pool, you need to activate the IP in your SendGrid account: 

1. Log into your SendGrid account.  
1. Navigate to **Settings** and then select **IP Addresses**.  
1. Find the IP address you want to activate and then click **Edit**.  
1. Check **Allow my account to send mail using this IP address**.
1. Click **Save**.",0,True,200,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_ips_pools_pool_name,sendgrid,DELETE,/ips/pools/{pool_name},DELETE_ips-pools-pool_name,Delete an IP pool,**This endpoint allows you to delete an IP pool.**,0,False,204|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips_pools_pool_name,sendgrid,GET,/ips/pools/{pool_name},GET_ips-pools-pool_name,Retrieve all the IPs in a specified pool,**This endpoint allows you to get all of the IP addresses that are in a specific IP pool.**,0,False,200|404,datasets\openapi\sendgrid\openapi.json
sendgrid_PUT_ips_pools_pool_name,sendgrid,PUT,/ips/pools/{pool_name},PUT_ips-pools-pool_name,Rename an IP pool,**This endpoint allows you to update the name of an IP pool.**,0,True,200|404,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_ips_pools_pool_name_ips,sendgrid,POST,/ips/pools/{pool_name}/ips,POST_ips-pools-pool_name-ips,Add an IP address to a pool,"**This endpoint allows you to add an IP address to an IP pool.**

You can add the same IP address to multiple pools. It may take up to 60 seconds for your IP address to be added to a pool after your request is made.

Before you can add an IP to a pool, you need to activate it in your SendGrid account:

1. Log into your SendGrid account.  
1. Navigate to **Settings** and then select **IP Addresses**.  
1. Find the IP address you want to activate and then click **Edit**.  
1. Check **Allow my account to send mail using this IP address**.
1. Click **Save**.

You can retrieve all of your available IP addresses from the ""Retrieve all IP addresses"" endpoint.",0,True,201|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_ips_pools_pool_name_ips_ip,sendgrid,DELETE,/ips/pools/{pool_name}/ips/{ip},DELETE_ips-pools-pool_name-ips-ip,Remove an IP address from a pool,**This endpoint allows you to remove an IP address from an IP pool.**,0,False,204|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips_remaining,sendgrid,GET,/ips/remaining,GET_ips-remaining,Get remaining IPs count,**This endpoint gets amount of IP Addresses that can still be created during a given period and the price of those IPs.**,0,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips_warmup,sendgrid,GET,/ips/warmup,GET_ips-warmup,Retrieve all IPs currently in warmup,**This endpoint allows you to retrieve all of your IP addresses that are currently warming up.**,0,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_ips_warmup,sendgrid,POST,/ips/warmup,POST_ips-warmup,Start warming up an IP address,**This endpoint allows you to put an IP address into warmup mode.**,0,True,200|404,datasets\openapi\sendgrid\openapi.json
sendgrid_DELETE_ips_warmup_ip_address,sendgrid,DELETE,/ips/warmup/{ip_address},DELETE_ips-warmup-ip_address,Stop warming up an IP address,"**This endpoint allows you to remove an IP address from warmup mode.**

Your request will return a 204 status code if the specified IP was successfully removed from warmup mode. To retrieve details of the IP’s warmup status *before* removing it from warmup mode, call the  ""Retrieve the warmpup status for a specific IP address"" endpoint.",0,False,204|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips_warmup_ip_address,sendgrid,GET,/ips/warmup/{ip_address},GET_ips-warmup-ip_address,Retrieve the warmup status for a specific IP address,"**This endpoint allows you to retrieve the warmup status for a specific IP address.**

You can retrieve all of your warming IPs using the ""Retrieve all IPs currently in warmup"" endpoint.",0,False,200|404,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_ips_ip_address,sendgrid,GET,/ips/{ip_address},GET_ips-ip_address,Retrieve all IP pools an IP address belongs to,"**This endpoint allows you to see which IP pools a particular IP address has been added to.**

The same IP address can be added to multiple IP pools.

A single IP address or a range of IP addresses may be dedicated to an account in order to send email for multiple domains. The reputation of this IP is based on the aggregate performance of all the senders who use it.",0,False,200,datasets\openapi\sendgrid\openapi.json
sendgrid_POST_mail_batch,sendgrid,POST,/mail/batch,POST_mail-batch,Create a batch ID,"**This endpoint allows you to generate a new batch ID.**

Once a `batch_id` is created, you can associate it with a scheduled send using the `/mail/send` endpoint. Passing the `batch_id` as a field in the `/mail/send` request body will assign the ID to the send you are creating.

Once an ID is associated with a scheduled send, the send can be accessed and its send status can be modified using the `batch_id`.",1,False,201|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
sendgrid_GET_mail_batch_batch_id,sendgrid,GET,/mail/batch/{batch_id},GET_mail-batch-batch_id,Validate batch ID,"**This endpoint allows you to validate a batch ID.**

When you pass a valid `batch_id` to this endpoint, it will return a `200` status code and the batch ID itself.

If you pass an invalid `batch_id` to the endpoint, you will receive a `400` level status code and an error message.

A `batch_id` does not need to be assigned to a scheduled send to be considered valid. A successful response means only that the `batch_id` has been created, but it does not indicate that it has been associated with a send.",1,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json
